comm24,baseTime,shares,output
0,62,4,1
0,36,3,0
0,11,1,0
0,30,1,0
0,50,3,0
0,24,3,0
0,0,2,1
5,18,1,1
0,23,2,0
0,0,6,6
0,60,4,0
1,20,6,0
0,12,2,0
1,8,2,1
0,60,12,0
0,49,2,0
3,35,3,0
1,49,3,0
4,43,4,0
0,45,1,0
0,53,6,1
0,56,4,0
0,59,16,0
0,2,5,0
0,40,3,0
0,60,2,0
0,61,5,0
1,10,4,0
2,14,5,1
0,7,4,0
0,47,8,0
0,49,2,0
0,6,3,0
1,27,2,0
0,61,3,0
1,18,3,0
0,26,1,1
0,41,6,0
1,55,3,0
0,10,1,0
0,54,5,0
0,50,6,0
0,54,1,0
0,45,3,0
0,47,36,0
0,3,4,0
0,57,2,0
0,36,3,0
0,44,24,0
0,44,13,0
1,20,14,0
0,9,3,0
0,11,3,1
1,58,5,0
0,51,14,0
0,39,2,0
0,71,5,1
0,14,3,0
0,15,1,0
0,47,3,0
0,6,3,0
1,4,14,2
0,5,15,0
0,16,3,0
0,32,1,0
0,45,3,0
0,15,3,0
3,13,31,1
0,41,3,0
0,68,2,0
0,67,34,0
0,21,3,0
0,34,2,0
0,0,15,4
0,51,3,0
1,29,1,1
0,6,3,0
0,37,5,1
20,9,1,5
0,43,1,0
1,34,3,0
1,27,1,1
0,61,1,0
1,37,3,0
8,10,1,2
1,38,1,2
0,34,1,0
4,61,1,1
0,52,1,0
0,0,1,15
0,46,1,0
0,72,1,1
0,56,1,0
1,44,2,0
0,29,1,0
0,65,1,0
0,71,1,0
0,50,3,0
0,59,3,0
1,55,1,0
14,18,2,4
3,41,5,0
0,59,1,0
0,57,2,0
7,25,2,0
0,54,1,0
0,16,1,0
0,45,2,0
0,64,2,0
0,58,2,0
0,53,1,0
0,72,2,0
0,40,1,0
0,62,1,0
0,39,1,0
32,18,1,2
0,57,1,0
0,40,1,0
0,59,2,0
0,46,2,0
0,0,2,7
1,10,1,1
0,46,1,0
0,67,2,0
1,14,2,1
2,24,1,0
0,42,1,0
0,62,1,0
4,14,1,1
0,60,1,0
0,9,1,0
0,48,1,0
0,31,1,0
4,12,1,0
4,5,1,2
2,3,1,1
0,65,1,0
0,36,1,0
0,49,1,0
0,64,1,0
0,55,1,0
0,43,1,0
0,64,1,0
0,33,2,0
2,26,1,0
0,66,3,1
3,11,4,0
1,21,1,0
0,60,1,0
0,47,1,0
2,33,1,0
2,72,1,1
0,37,2,0
0,58,1,0
0,58,2,0
0,61,1,0
5,16,1,0
7,19,2,0
13,18,2,2
1,69,1,0
0,59,1,0
1,2,5,1
0,66,1,0
0,68,1,0
0,27,1,0
1,59,2,0
0,9,1,2
1,30,2,0
0,69,1,0
0,16,2,0
0,52,1,0
0,12,1,0
0,5,2,0
0,43,2,0
0,71,1,0
0,18,1,0
0,71,3,0
0,36,1,0
0,38,1,0
0,29,1,0
0,69,1,0
0,49,1,0
0,46,3,0
0,68,1,0
3,22,4,0
3,8,1,1
0,17,2,0
0,62,2,0
0,3,2,0
1,24,11,0
1,27,1,0
0,64,1,0
0,44,1,0
4,22,1,0
0,51,1,1
1,35,1,0
0,9,2,0
0,66,1,0
0,49,1,0
0,63,1,0
0,57,1,0
0,0,5,1
76,61,144,39
83,67,171,20
540,23,72,61
0,65,1,0
10,71,47,2
12,38,1,2
790,25,122,111
31,72,110,15
828,12,139,295
69,55,154,20
218,29,90,49
39,48,137,22
52,49,93,13
1198,19,146,201
20,65,760,11
728,11,751,170
451,24,677,48
32,58,251,18
11,65,85,3
705,4,280,704
259,53,380,27
0,52,1,0
0,49,1,0
0,4,3,0
0,54,1,0
0,54,4,0
0,9,1,0
0,35,18,0
0,45,5,0
0,4,15,1
0,18,11,0
0,10,6,0
0,24,2,0
8,23,18,1
0,64,4,0
0,66,7,1
4,32,11,1
7,28,2,1
1,57,12,0
1,60,2,0
2,19,38,0
1,63,2,0
0,67,1,0
0,21,1,0
0,35,3,0
1,23,13,1
2,43,14,0
0,71,5,0
0,60,1,0
0,59,1,0
0,63,2,0
0,33,2,0
0,9,1,0
0,39,1,0
0,57,1,0
0,68,5,0
0,71,1,0
0,56,2,0
11,18,1,0
0,50,1,0
0,10,2,0
0,42,3,0
0,22,2,0
0,22,1,0
0,31,2,0
0,60,1,0
0,9,1,0
0,24,1,0
1,46,24,0
0,48,2,0
0,52,11,0
3,20,2,1
0,62,1,0
4,42,2,0
0,40,1,0
0,25,1,0
0,63,1,0
0,6,1,0
0,14,1,0
0,4,1,2
0,70,3,0
0,66,2,0
7,6,64,4
0,19,1,0
4,27,2,0
0,30,1,0
0,8,1,0
0,47,3,0
1,28,1,0
4,27,101,0
0,72,66,0
1,36,4,0
8,4,2,1
0,34,1,0
0,57,1,0
4,15,1,0
0,41,1,0
0,72,1,0
0,41,4,0
0,41,1,0
0,69,1,0
0,71,2,0
2,22,2,0
0,46,1,0
3,19,1,0
0,41,2,0
7,20,1,0
0,54,1,0
0,62,17,0
13,8,3,0
0,58,1,0
0,0,1,0
10,8,1,1
0,66,2,0
1,12,1,0
0,29,1,0
2,11,4,0
0,45,1,0
12,11,3,0
3,24,2,0
1,42,3,0
0,48,1,0
0,66,3,0
0,56,12,0
0,29,1,0
6,2,4,3
2,23,1,0
4,23,1,0
4,13,3,0
0,34,1,0
0,37,1,0
19,12,3,1
0,42,1,0
0,7,2,0
0,48,1,0
0,31,5,0
0,60,11,0
0,59,69,0
0,33,2,0
0,42,1,0
2,4,11,2
0,56,30,0
0,69,1,0
0,31,1,2
2,32,6,0
0,48,44,0
0,55,16,0
6,40,145,1
1,47,2,0
5,6,1,3
0,68,28,0
0,67,3,0
0,42,1,0
0,56,1,0
4,26,1,1
0,34,1,0
2,22,2,0
0,54,1,0
0,50,2,0
0,66,1,0
0,35,39,0
3,29,48,0
1,55,1,0
0,53,63,0
0,31,1,0
3,38,1,1
18,4,2,4
3,13,1,0
0,59,3,0
3,43,15,0
0,50,54,0
0,41,26,0
0,48,2,0
8,38,270,0
0,70,3,0
5,4,120,5
0,72,4,0
1,32,1,0
0,39,1,0
2,17,78,1
0,57,36,0
4,5,34,8
19,27,109,0
0,65,549,1
0,68,38,0
0,61,82,0
11,34,177,0
14,12,125,3
17,8,59,7
2,47,100,0
14,15,2,1
23,22,486,4
0,44,37,0
0,62,27,0
0,44,89,0
1,70,248,0
5,22,1,0
5,21,34,1
2,37,20,1
7,8,354,9
1,44,3,0
4,35,5,0
0,67,42,0
9,41,486,0
3,52,897,1
23,24,204,2
1,44,11,0
7,16,75,0
0,64,56,0
16,43,884,3
25,24,251,0
0,66,160,0
5,42,294,3
97,11,816,26
2,1,161,12
36,19,554,14
3,3,56,7
15,18,326,5
11,23,105,3
0,56,42,0
0,49,26,0
1,55,169,0
2,37,24,0
0,35,1,0
20,3,14,12
1,49,42,0
6,16,16,0
0,69,52,1
37,21,505,5
19,6,176,9
12,43,352,4
32,22,188,4
20,16,154,3
2,55,648,1
0,54,30,0
0,41,1,1
1,41,21,0
67,18,900,23
0,67,181,0
9,34,13,3
1,39,1,0
1,36,36,0
0,33,1,0
2,30,12,0
0,45,1,0
0,31,4,1
0,70,1,0
0,56,30,0
1,48,15,0
11,6,23,10
15,30,60,3
9,43,45,0
9,1,21,26
1,67,46,0
1,43,28,0
0,58,3,0
14,15,2,2
0,43,43,0
30,4,35,30
3,53,104,4
19,31,1,0
9,37,11,2
6,33,3,1
7,2,1,12
1,67,1,4
21,3,91,10
0,0,15,12
1,54,110,0
1,43,28,0
3,26,5,0
7,26,12,2
16,34,238,0
0,71,52,1
2,52,1,0
3,33,97,2
2,53,2,0
0,63,17,0
2,69,337,0
67,2,16,30
80,28,88,9
2,57,45,0
0,68,29,0
21,30,14,2
4,39,43,0
18,10,21,10
2,54,14,4
1,71,139,0
16,1,71,20
91,28,555,8
15,27,36,1
4,51,93,2
18,11,41,9
37,48,679,7
2,53,22,0
63,13,110,30
2,27,3,5
25,13,101,13
16,6,54,9
3,47,26,0
4,62,54,1
18,16,17,3
0,67,40,1
9,10,4,4
79,13,394,20
2,55,37,0
17,33,3,4
0,71,1,0
3,59,35,0
0,55,1,0
35,32,58,4
27,14,3,6
5,71,114,0
5,51,37,2
2,57,49,1
191,5,63,121
7,45,7,1
65,11,82,33
1,69,27,0
132,16,72,29
2,47,19,3
0,60,4,0
16,37,6,8
0,63,33,0
3,63,109,9
3,67,23,0
126,20,345,15
61,23,3,3
0,0,42,57
0,68,42,0
4,70,45,0
0,58,61,0
0,63,50,0
34,6,95,17
4,51,31,1
4,66,56,0
110,19,43,10
70,22,22,2
121,11,139,18
3,63,210,1
0,62,2,0
34,29,71,5
39,18,14,7
28,20,24,5
40,24,140,2
4,24,5,2
112,25,70,12
16,34,26,1
7,52,86,1
2,45,1,0
0,60,29,0
3,52,246,2
16,30,2,2
38,9,1,19
1,70,41,0
2,47,43,0
2,53,13,1
2,47,2,0
43,9,27,32
8,49,53,3
62,26,54,9
1,70,32,1
35,26,25,3
25,6,631,13
0,60,40,0
4,42,28,0
1,52,5,0
5,37,1,1
2,53,31,0
2,63,15,0
8,38,1,0
0,45,28,3
0,52,16,1
146,13,28,22
21,41,34,1
2,61,13,0
69,25,22,2
4,55,30,4
11,34,14,1
7,31,2,0
24,43,58,1
115,13,33,28
0,0,35,139
7,46,40,3
307,5,132,160
1,65,42,2
39,12,2,4
41,8,82,10
23,18,39,1
8,27,38,0
0,0,43,41
12,29,42,1
1,68,34,0
24,45,19,3
76,17,26,6
61,18,17,2
2,72,69,1
3,37,83,0
0,72,416,0
159,16,163,45
0,61,31,0
2,45,1,0
5,45,36,1
28,2,12,9
11,43,362,1
13,37,15,0
0,59,1,0
14,31,26,0
15,37,42,1
120,5,33,49
2,66,22,0
55,21,89,0
52,8,12,40
4,25,11,1
1,38,13,1
4,11,58,4
59,32,48,4
11,42,64,3
27,29,46,1
32,1,100,50
22,39,35,1
3,49,58,0
23,2,2,13
96,19,305,20
3,64,68,0
0,55,15,0
3,48,128,0
1,70,4,1
43,17,48,15
55,11,5,8
1,62,4,0
53,4,35,31
36,19,28,4
24,45,113,3
156,21,26,16
19,5,43,34
1,68,108,0
9,67,26,4
3,33,13,1
0,68,23,0
1,45,2,1
9,32,102,0
11,24,13,1
0,61,53,0
0,55,20,0
10,48,28,1
45,1,44,86
40,1,599,123
20,49,123,24
0,51,52,1
86,22,31,2
10,60,66,3
35,17,246,3
29,23,5,1
58,33,51,15
41,16,3,7
5,63,129,0
3,69,5,0
1,67,3,0
3,67,26,1
11,43,1,2
4,30,75,0
19,12,59,8
40,21,15,4
10,37,40,3
64,7,94,28
2,66,24,0
21,4,2,11
4,52,39,0
37,21,83,1
0,64,3,1
27,24,75,0
1,55,58,0
7,33,33,0
2,37,3,1
3,38,76,3
7,28,47,0
5,1,46,13
8,23,11,2
167,15,716,15
7,58,2435,1
100,8,388,27
0,49,88,0
141,2,2170,129
3,68,361,0
5,52,211,0
0,60,785,0
73,17,445,10
232,14,2201,58
2,66,410,0
1,66,189,1
140,13,390,28
188,17,149,32
43,24,173,3
72,8,433,22
5,59,91,0
26,46,576,6
77,1,625,152
150,15,149,17
32,2,120,29
4,56,360,1
139,31,1311,22
12,43,208,5
12,42,289,6
25,34,806,7
1,48,72,0
8,59,443,1
1,67,77,0
100,16,75,25
61,22,72,6
8,10,29,4
19,71,279,0
169,36,1343,43
0,53,149,0
16,36,147,0
21,48,833,0
2,49,182,1
25,37,220,3
34,20,93,7
106,22,765,5
109,4,292,67
7,16,80,5
24,48,850,7
5,54,127,1
10,36,114,0
15,60,407,1
0,0,143,113
55,21,139,14
9,67,222,0
4,51,218,1
49,37,692,8
24,30,155,7
15,40,182,1
6,62,822,0
42,53,1927,6
42,58,1129,1
221,22,230,6
67,27,275,7
1,70,77,0
12,31,277,1
148,8,501,43
81,13,220,4
240,11,478,33
75,6,225,20
141,9,715,46
46,27,238,3
106,20,119,7
139,1,683,182
3,58,120,0
21,43,311,6
67,7,447,30
2,57,120,0
90,19,71,8
73,17,163,11
10,25,91,3
13,30,188,5
54,26,744,19
43,45,726,13
41,31,67,9
18,37,504,6
901,24,861,45
2,70,277,0
176,11,281,28
1,67,135,0
27,3,553,40
3,60,162,0
2,51,210,0
1,52,192,0
7,35,213,0
1,58,425,0
21,3,58,7
53,18,192,5
57,2,222,46
45,21,101,2
220,17,254,10
58,20,300,6
22,1,132,52
0,64,79,0
2,43,113,0
1,54,117,0
1,72,394,0
129,12,487,34
6,42,197,0
1,69,143,0
1,69,241,1
85,24,235,16
98,16,577,12
9,63,408,0
0,72,280,0
17,38,262,4
0,48,55,4
8,35,167,0
16,53,1688,0
55,23,103,2
56,8,607,20
1,51,88,0
0,70,86,0
88,46,1570,18
138,15,137,8
42,25,246,3
2,63,101,0
266,24,660,31
0,47,203,2
1,43,21,0
3,58,337,1
6,35,83,0
4,72,243,2
50,5,91,8
0,72,262,0
61,41,758,13
6,59,222,2
38,6,181,11
7,44,41,2
7,19,78,3
87,6,72,13
2,56,70,0
4,55,107,0
38,22,91,1
65,10,327,11
1,70,183,1
15,46,101,3
1,67,125,0
75,22,254,8
191,32,1162,22
4,45,146,0
15,37,249,0
1,71,246,0
0,54,76,0
96,13,197,22
28,12,45,8
117,27,158,7
0,67,97,0
60,17,130,4
27,7,93,5
10,33,66,0
84,11,176,12
157,11,148,20
31,39,1191,5
3,35,62,0
14,50,431,2
52,13,158,11
9,57,683,1
61,19,391,14
11,32,98,2
37,14,97,6
45,22,123,4
98,29,937,19
53,2,295,53
199,13,1395,62
81,6,124,19
88,2,827,102
82,27,210,6
2,57,94,0
38,29,343,8
39,14,87,3
0,68,83,0
1,72,30,0
59,15,277,1
232,6,2492,40
11,35,256,1
15,31,1754,6
4,47,373,0
1280,19,6481,133
173,2,296,44
56,49,798,11
1,61,297,0
0,68,98,0
0,57,129,0
8,66,495,0
8,67,231,0
50,23,132,6
88,25,73,13
47,1,84,51
6,60,155,0
25,32,183,5
90,4,188,37
177,27,1162,35
141,6,166,36
70,20,191,9
31,38,287,7
22,9,92,5
2,50,102,0
2,62,86,0
28,29,214,3
9,36,158,0
1,62,35,0
10,35,192,2
203,15,526,15
16,37,326,1
21,9,267,16
0,72,354,0
6,57,527,1
27,14,38,3
19,47,139,1
21,34,236,3
53,8,112,11
60,20,175,13
2,50,68,0
55,16,177,12
166,28,3694,20
21,30,50,2
3,51,137,1
3,44,74,2
8,35,49,0
15,36,167,2
54,4,245,51
3,35,23,2
146,8,189,15
15,49,342,1
0,51,74,0
59,14,49,7
12,30,51,3
18,28,293,4
0,30,1,0
0,48,2,0
0,6,1,0
0,7,1,0
0,45,1,0
0,6,1,0
0,58,1,0
0,69,1,0
0,11,1,0
0,5,1,0
0,1,1,0
0,0,1,0
0,56,1,0
0,34,1,0
1,13,1,0
1,32,2,0
0,42,2,0
0,56,3,0
0,52,1,0
0,67,4,0
0,11,2,0
0,51,2,0
0,49,1,0
0,59,2,0
0,25,1,0
0,35,1,0
0,6,1,0
0,59,1,0
0,9,1,0
0,68,1,0
0,45,1,0
0,41,1,0
0,20,1,0
0,0,1,0
0,37,1,0
0,69,1,0
0,1,2,0
0,25,1,0
0,33,1,0
0,57,1,0
4,72,775,0
15,38,538,2
1,34,107,0
0,54,24,0
582,25,2608,13
138,4,207,58
34,39,253,0
10,30,55,2
1,59,168,1
32,6,94,10
2,41,90,0
50,17,137,7
0,57,109,1
4,44,62,0
350,26,1102,22
0,72,766,0
2,45,286,1
6,38,284,0
87,2,529,77
13,21,19,0
14,36,53,2
0,63,65,0
2,36,91,0
0,62,132,0
1,52,43,0
4,34,74,0
14,28,121,2
3,49,178,0
24,1,122,47
0,60,69,0
33,14,42,2
32,13,79,5
0,59,78,0
2,36,69,0
24,3,168,15
28,31,1158,1
377,4,380,154
0,40,277,0
236,15,181,50
20,34,407,3
3,60,95,0
70,14,260,2
3,58,121,0
50,25,238,3
0,57,254,0
27,22,50,1
73,22,217,16
44,4,192,29
2,59,247,0
0,68,108,0
2,41,83,0
15,16,41,0
16,30,222,0
3,43,62,0
0,45,64,0
452,9,753,112
14,38,445,1
0,43,25,0
0,67,180,0
4,34,45,5
27,19,165,4
4,40,69,0
1,53,153,0
360,5,2518,76
274,23,1677,9
48,36,1227,1
117,6,289,15
56,9,394,10
8,43,295,0
65,11,111,9
13,17,70,2
86,14,436,13
41,19,222,4
52,19,113,8
6,45,273,0
35,15,111,11
0,59,15,0
2,68,79,0
0,0,92,20
45,18,201,4
2,69,45,0
29,32,329,11
2,63,382,0
5,27,118,1
0,68,97,1
64,13,292,13
0,37,1,0
0,6,2,0
0,5,16,0
0,72,1,0
2,65,1,0
0,58,1,0
0,20,3,0
0,26,1,0
0,2,2,0
0,44,2,2
0,70,12,1
1,7,21,2
0,44,2,0
1,8,2,14
0,71,4,0
1,68,35,0
11,29,2,0
2,46,16,1
3,41,3,0
1,66,36,1
0,69,2,2
1,52,16,2
1,47,15,0
5,31,13,0
2,47,74,0
2,40,41,0
2,42,25,1
3,70,34,0
1,61,5,1
1,47,30,0
7,15,2,1
0,45,1,0
0,67,30,2
1,49,14,0
1,55,2,0
12,46,213,4
0,0,1,9
7,12,3,3
0,70,14,0
4,38,2,2
24,17,27,7
1,60,12,0
0,39,13,0
0,62,295,0
5,44,7,0
3,26,1,0
21,10,22,9
10,5,12,4
26,7,243,11
2,34,47,0
51,35,72,12
5,48,196,0
2,64,12,4
0,42,13,0
2,52,14,0
21,27,43,1
69,6,113,96
2,36,2,1
5,26,3,0
2,51,14,0
1,56,11,2
0,53,27,0
5,11,3,3
2,44,27,0
3,55,252,1
7,30,23,0
1,47,34,2
3,42,214,4
92,28,497,21
26,26,119,2
25,22,49,2
0,49,2,0
31,54,897,8
2,37,70,1
4,59,294,0
4,33,30,1
0,57,3,0
25,12,158,12
2,52,22,0
19,19,35,2
2,46,15,0
22,34,53,1
0,67,28,0
0,53,1,1
31,27,12,2
3,50,78,0
47,3,89,51
0,0,25,18
7,7,11,2
0,14,2,2
0,72,4,0
6,34,66,2
5,1,217,49
1,60,19,0
47,25,40,6
4,52,327,1
6,35,89,2
0,72,17,0
12,34,48,1
2,50,117,1
8,42,14,2
2,52,3,2
44,25,57,7
2,68,1,1
13,42,128,10
99,29,51,11
8,49,356,0
45,12,205,62
21,31,1,1
24,13,1,5
30,2,125,32
49,35,217,14
18,38,44,3
36,16,15,3
0,72,11,0
0,0,5,41
64,16,68,18
6,40,17,3
91,21,188,16
6,32,2,2
1,66,5,0
4,43,6,0
70,22,40,7
125,11,1169,230
11,3,2,6
1,54,66,1
26,16,17,6
2,62,26,0
2,47,18,2
26,10,14,9
1,59,23,0
2,64,935,1
6,34,3,1
0,60,40,1
17,31,68,1
57,24,28,4
21,4,154,15
70,40,881,10
10,19,18,2
1,37,4,0
2,38,1,0
3,35,4,0
3,33,2,0
0,67,64,1
51,18,3,0
19,7,119,23
10,25,3,0
18,15,30,4
14,23,4,0
100,4,44,46
25,7,14,11
8,15,12,0
0,62,1,0
16,3,1,6
2,49,16,1
2,45,4,6
2,52,18,0
66,18,445,13
4,34,45,0
11,36,58,3
10,48,4,0
1,52,26,0
1,40,1,0
17,28,32,2
0,53,37,0
16,29,28,2
0,51,15,1
63,26,942,11
28,44,45,3
10,3,11,9
6,42,30,2
99,11,547,36
36,15,19,6
51,6,1,11
1,66,64,0
5,10,3,2
33,14,31,8
2,39,162,0
0,55,70,1
5,36,14,0
8,1,39,12
1,34,25,1
1,54,71,0
26,4,30,12
3,34,72,0
25,3,40,12
1,47,4,0
0,48,193,0
0,61,26,0
0,40,1,0
1,49,433,1
0,69,27,0
0,65,1005,0
2,3,4,4
6,40,44,3
3,29,16,1
12,27,104,1
14,26,159,3
1,56,14,0
1,70,49,0
0,63,4,0
0,61,11,0
31,13,73,4
15,9,56,9
18,27,21,2
0,48,42,0
6,48,169,0
0,43,1,0
0,56,12,0
8,28,17,0
1,68,29,1
3,6,13,2
0,66,3,0
1,53,124,0
2,70,42,0
0,66,2,0
1,46,13,1
18,24,53,3
0,58,14,1
5,26,19,3
0,66,46,2
11,13,21,3
21,20,45,3
1,71,16,0
0,67,5,0
4,35,20,0
2,45,1,1
0,69,2,0
5,43,51,0
30,16,3,3
1,54,31,0
1,47,1,0
17,9,68,2
1,71,37,0
26,16,3,1
60,15,16,16
10,43,92,2
38,28,24,3
73,26,256,17
31,20,16,4
1,67,2,0
3,55,2,0
4,42,17,0
12,24,11,1
1,58,39,0
1,62,55,0
13,1,70,25
31,11,38,11
31,12,35,8
16,7,25,19
4,66,86,1
2,45,7,0
6,7,12,6
24,4,76,13
71,54,8517,7
22,42,425,6
59,13,303,33
19,24,36,0
0,50,33,0
5,72,528,1
0,59,19,1
3,55,102,0
35,31,295,5
108,62,1273,8
0,65,49,0
0,69,97,0
21,52,1004,4
2,45,14,0
8,20,4,1
8,13,70,5
29,25,31,3
5,55,15,0
13,52,159,2
0,64,28,0
7,52,187,0
1,64,21,0
6,63,506,0
0,59,56,0
21,10,146,9
54,16,132,24
39,35,185,3
15,41,342,0
1014,25,4326,103
2,70,572,1
57,45,1855,3
0,54,24,0
1,66,133,0
32,9,38,9
1,49,27,0
2,63,38,0
246,20,287,28
9,55,114,0
367,7,5,33
10,60,42,2
13,59,107,2
3,43,37,0
8,55,411,2
124,27,208,11
0,72,37,0
0,67,38,0
27,2,98,34
20,12,44,12
20,12,44,12
353,20,1041,53
302,26,2117,81
23,31,133,2
120,20,468,35
62,15,144,9
85,11,527,46
197,31,3543,27
10,1,22,17
24,16,62,6
2,46,15,0
114,52,5424,20
2,46,166,2
0,41,14,0
10,14,3,2
10,3,27,25
6,53,57,0
14,46,161,1
95,6,755,38
19,52,353,2
38,13,106,14
0,30,28,2
18,49,663,4
22,39,161,6
1,59,92,0
4,30,26,1
1,40,18,1
3,67,127,0
0,39,6,0
71,17,400,26
90,26,1048,26
275,23,2801,51
57,28,524,18
30,20,34,3
14,25,29,4
1,64,74,1
1,66,19,0
23,26,28,2
26,22,154,6
27,48,663,1
10,56,116,0
70,6,623,20
7,41,30,0
8,31,49,2
16,31,41,4
16,42,195,2
43,58,2528,5
6,61,461,3
9,9,18,6
55,28,386,14
60,2,215,87
21,32,95,0
232,30,4485,76
1,63,13,1
0,58,74,0
2,44,12,0
37,16,298,10
7,30,39,1
4,47,145,0
6,31,28,0
1,67,49,1
16,45,916,6
3,39,23,0
40,30,277,6
12,43,387,3
8,5,35,3
6,62,199,1
24,25,111,7
125,2,562,113
0,66,64,0
6,35,39,2
41,9,39,14
1,68,45,0
3,55,34,0
1,38,13,0
1,45,4,0
55,42,185,16
2,45,33,2
17,57,688,0
44,8,138,12
20,15,66,3
0,54,19,0
13,52,257,2
18,29,71,1
24,29,65,6
4,48,31,0
3,44,40,1
0,70,96,0
1,69,247,0
0,54,34,1
19,49,593,5
80,25,324,6
49,10,135,22
3,56,94,1
6,53,163,1
45,16,40,6
6,54,90,1
4,61,31,0
38,34,288,1
117,33,7589,16
1018,14,2592,93
34,12,35,11
27,41,1348,5
12,60,296,2
3,65,25,0
20,53,75,0
21,63,1219,0
7,56,176,1
10,32,74,7
9,38,46,1
33,2,11710,473
234,17,361,41
14,36,69,3
28,9,45,13
37,22,91,5
6,46,78,4
13,16,17,4
1,36,34,1
0,45,12,0
2,50,49,1
7,36,133,0
18,16,37,4
10,21,136,3
4,27,17,0
3,3,2,5
1,66,1,0
8,34,254,4
0,69,34,0
6,47,135,2
0,55,31,0
3,8,100,3
2,39,7,0
8,45,14,3
8,55,121,1
25,52,95,4
30,11,51,21
12,34,20,8
65,62,230,8
42,18,115,10
127,24,42,7
58,3,3,32
11,3,22,11
103,41,49,50
26,57,92,6
48,25,66,4
60,60,277,12
3,43,105,2
196,14,28,32
25,30,44,5
10,41,135,1
2,71,264,0
196,5,120,111
4,50,37,1
103,14,16,23
295,26,51,55
37,26,1,4
111,11,86,8
4,72,44,2
185,17,130,6
9,68,49,1
13,60,26,0
7,44,38,2
50,18,154,11
69,37,225,32
51,4,95,109
53,18,144,19
2,68,157,0
145,12,76,47
2,54,14,0
255,18,33,49
88,23,133,9
16,26,44,5
1,65,20,0
8,51,73,3
255,23,76,39
0,60,221,0
33,28,102,5
19,45,23,9
26,16,59,4
15,54,53,7
26,41,75,5
24,32,27,4
19,26,55,1
17,2,5,15
4,48,52,2
2,47,11,0
222,19,272,109
20,30,12,4
27,37,14,7
23,11,18,4
68,25,97,18
4,37,3,0
2,27,6,2
23,11,28,5
13,10,74,9
23,32,25,8
3,35,2,0
1,9,2,1
60,7,2,14
23,1,1,34
12,6,34,15
0,52,36,0
0,58,33,0
13,15,55,3
8,11,29,1
0,59,42,0
9,7,2,3
0,37,11,0
84,12,146,11
2,43,53,0
4,29,48,0
5,31,30,0
45,16,32,7
65,8,110,26
19,21,55,3
0,51,12,0
35,5,109,35
0,60,28,0
0,50,16,0
1,49,63,0
0,39,24,0
10,21,13,0
46,17,19,0
1,34,6,0
0,50,13,0
3,44,31,0
2,65,28,0
0,54,13,0
0,0,1,6
0,32,1,0
1,32,5,0
0,63,15,0
0,0,6,33
5,8,12,0
0,66,5,0
18,28,269,6
0,41,81,0
44,38,1,7
0,68,33,0
6,7,15,1
0,59,31,0
0,48,5,0
1,66,74,0
2,68,212,0
3,27,32,0
5,38,41,1
0,66,69,0
3,26,63,3
12,41,154,2
19,32,145,8
23,13,32,11
52,14,50,13
26,31,97,4
14,6,31,4
7,45,72,1
0,70,5,0
12,22,22,0
260,19,314,26
0,69,53,0
59,24,34,1
37,27,53,0
2,29,26,0
21,23,46,1
8,44,159,1
3,54,73,0
53,15,43,10
1,34,23,1
7,33,46,1
83,8,119,35
36,5,1,66
4,38,47,1
0,47,15,0
0,61,16,0
5,7,39,4
0,55,4,0
23,5,15,8
52,11,301,14
21,16,12,2
85,24,244,4
13,37,56,9
2,39,63,1
0,72,107,0
0,40,17,0
0,46,39,0
0,71,65,0
13,8,2,16
4,29,18,2
2,54,24,0
92,25,607,11
3,29,5,2
3,42,72,0
2,56,3,0
14,63,939,2
0,0,173,75
9,48,193,1
11,29,275,2
50,10,2,13
6,51,163,0
5,8,1,8
87,3,1192,604
6,69,565,3
8,72,471,1
19,7,98,14
0,54,21,0
2,8,5,0
25,1,88,40
13,24,43,1
10,24,12,0
1,31,19,1
18,13,22,2
74,12,248,21
17,21,53,2
8,7,4,1
1,50,1,2
22,9,23,2
6,1,23,12
84,5,284,22
63,21,133,6
12,28,95,2
1,60,66,0
23,19,22,0
0,54,32,0
37,14,34,1
5,51,98,0
2,56,19,0
0,42,22,1
2,38,25,2
31,3,59,29
35,14,245,13
23,28,298,11
2,54,3,1
10,13,18,4
6,38,46,1
5,54,139,0
18,28,79,2
2,44,31,2
1,70,173,0
28,20,34,1
0,0,113,121
2,55,142,0
34,1,19,77
39,10,103,19
2,56,194,0
69,3,91,39
376,19,2253,61
1,63,3,0
18,27,146,1
23,16,16,5
262,3,3382,196
5,40,115,0
2,37,61,1
0,52,3,0
13,8,33,7
19,37,152,1
134,5,429,70
109,6,52,59
40,6,18,45
24,8,33,1
1,33,14,0
1,50,90,0
1,44,16,0
17,60,267,0
112,26,1794,37
4,55,166,1
0,68,13,0
9,32,429,1
0,64,13,0
4,28,7,0
5,45,14,2
59,36,843,11
3,66,846,1
0,0,38,47
26,17,25,1
0,70,24,0
3,50,159,1
17,20,11,1
2,36,21,2
1,49,15,0
0,58,41,0
0,47,17,0
32,16,34,4
1,54,53,1
9,17,15,2
1,62,167,0
24,14,43,6
1,44,26,0
79,16,208,11
4,28,5,1
93,5,89,33
1,53,56,0
0,63,44,0
2,67,172,0
21,19,4,5
0,72,87,0
4,71,205,0
23,29,229,0
2,45,25,0
2,72,341,1
2,30,21,0
